Name,Category,Rate,Address,Traffic,Time,Menu
초원가든,"육류,고기",2.6,부산 부산진구 부전로 57 1층 (우)47284,1200,['매일 11:00 ~ 22:00'],"{'한우꽃살': '40,000', '한우안창살': '45,000', '한우꽃등심': '35,000', '진갈비살': '25,000', '양념갈비': '27,000'}"
스타벅스 서면로R점,스타벅스,3.4,부산 부산진구 서면로 49-1 (우)47287,1180,['매일 07:00 ~ 22:00'],"{'아이스 슈크림 라떼': '6,300', '슈크림 라떼': '6,300', '봄 딸기 라떼': '6,900', '리저브 나이트로': '7,500', '바질 레몬 셔벗 블렌디드': '6,500', '제주 말차 & 애플망고 블렌디드': '7,500', '': ''}"
서면밀면,국수,3.3,부산 부산진구 서전로 25 (우)47247,1170,['매일 10:00 ~ 21:30'],"{'물밀면': '7,000', '비빔면': '7,500', '만두': '5,500', '사리': '3,000'}"
버거킹 부산양정점,버거킹,4.3,부산 부산진구 중앙대로 900 (우)47229,1165,['매일 10:00 ~ 23:00'],"{'스모키 바비큐 몬스터 세트': '13,500', '스모키 바비큐 와퍼 세트': '12,000', '스모키 바비큐 X 세트': '13,300', '치킨킹BLT 세트': '10,900', '콰트로치즈와퍼 세트': '11,300', '몬스터와퍼 세트': '12,200', '': ''}"
스타벅스 서면센트럴스퀘어점,스타벅스,4.6,부산 부산진구 중앙대로666번길 50 (우)47300,1158,['월~토 07:00 ~ 22:00'],"{'아이스 슈크림 라떼': '6,300', '슈크림 라떼': '6,300', '봄 딸기 라떼': '6,900', '리저브 나이트로': '7,500', '바질 레몬 셔벗 블렌디드': '6,500', '제주 말차 & 애플망고 블렌디드': '7,500', '': ''}"
오프커스,디저트카페,3.7,부산 부산진구 전포대로199번길 30 중림빌딩 1층 102호 (우)47294,1142,['매일 11:00 ~ 22:30'],"{'플레인스콘': '4,500', '로투스스콘': '4,500'}"
포항돼지국밥,국밥,3.3,부산 부산진구 서면로68번길 27 (우)47286,1119,['매일 00:00 ~ 24:00'],"{'섞어국밥': '8,500', '순대국밥': '8,500', '돼지국밥': '8,500', '내장국밥': '8,500', '수육 (소)': '28,000'}"
화남정돼지국밥,국밥,4.7,부산 부산진구 성지로 50 (우)47122,1115,"['월~토 11:00 ~ 22:00', '월~토 휴게시간 15:00 ~ 17:00']","{'돼지국밥': '9,000', '순대국밥': '9,000', '내장국밥': '9,000', '고기보쌈 (소)': '25,000', '고기순대내장보쌈 (소)': '25,000', '섞어국밥': '9,000'}"
원가회관 부산초읍본점,닭요리,3.5,부산 부산진구 성지로 145 1층 (우)47124,1113,['매일 10:00 ~ 22:00'],"{'닭한마리 국수': '11,000', '(불닭) 닭한마리국수': '11,000', '닭한마리 국밥': '11,000', '(얼큰) 닭한마리 국밥': '11,000'}"
야스마루,한식,3.2,부산 부산진구 서전로38번길 35-14 1층 (우)47293,1107,"['월~토 12:00 ~ 21:00', '월~토 휴게시간 15:00 ~ 17:30']",{'파랑국수': '변동가격'}
갓파스시 서면점,"초밥,롤",2.3,부산 부산진구 중앙대로702번길 43 (우)47292,1103,"['금,토 11:00 ~ 22:00']","{'유아 (36개월이상)': '7,000', '런치 레귤러': '20,800', '런치 스페셜': '22,800', '초등생': '17,800', '디너 레귤러': '25,200', '디너 스페셜': '26,900'}"
구덕포끝집고기 서면전포점,삼겹살,3.7,부산 부산진구 전포대로176번길 19 1층 (우)47305,1097,['매일 12:00 ~ 23:00'],"{'삼겹살or/and목살 400g': '39,000', '추천\n삼겹살or/and목살 600g': '54,000', '추천\n끝집라면': '17,000', '삼겹 김치지개': '8,000', '방아 된장찌개': '7,000', '[점심특선]통삼겹 김치찌개 정식': '10,000', '': ''}"
딤타오 서면점,중식,3.7,부산 부산진구 중앙대로 672 삼정타워 6층 601호 (우)47296,1095,['매일 11:00 ~ 22:00'],{'null': 'null'}
3파운드,이탈리안,3.5,부산 부산진구 전포대로189번길 30 1층 103호 (우)47297,1078,"['매일 11:30 ~ 23:00', '매일 휴게시간 15:30 ~ 17:00']","{'트리플A 안심 스테이크': '35,000', '안심잡스테이크': '35,000', '풍기파스타': '15,000', '바질파스타': '15,000', '마레파스타': '15,000', '연어사시미': '30,000', '': ''}"
스완양분식 시청점,양식,3.7,부산 부산진구 거제천로40번길 20 1층 (우)47209,1073,['월~토 11:30 ~ 20:00'],"{'돈까스': '7,500', '비후까스': '9,000', '함박스테이크': '9,000', '오므라이스': '6,500', '김치볶음밥': '6,500'}"
두루미,"육류,고기",4.6,부산 부산진구 동천로132번길 20 (우)47243,1070,['월~토 16:00 ~ 01:00'],{'null': 'null'}
스타벅스 화명강변DT점,스타벅스,3.6,부산 북구 금곡대로 77 (우)46543,13237,['매일 07:00 ~ 23:00'],"{'아이스 슈크림 라떼': '6,300', '슈크림 라떼': '6,300', '봄 딸기 라떼': '6,900', '리저브 나이트로': '7,500', '바질 레몬 셔벗 블렌디드': '6,500', '제주 말차 & 애플망고 블렌디드': '7,500', '': ''}"
쿠우쿠우 부산화명점,쿠우쿠우,3.5,부산 북구 금곡대로 287 15층 (우)46526,11254,['매일 11:00 ~ 22:00'],"{'평일점심': '22,900', '평일저녁': '27,900', '주말/공휴일': '29,900', '미취학아동': '8,000', '초등학생 평일': '13,900', '초등학생 주말': '14,900'}"
외식1번가 덕천점,갈비,2.9,부산 북구 의성로 88 (우)46546,10507,['매일 11:30 ~ 22:00'],"{'안창살 양념구이': '26,000', '갈비살양념구이(250g)': '30,000', '즉석양념갈비살(180g)': '31,000', '생갈비살소금구이(180g)': '31,000', '양념갈비(300g/2대)': '34,000', '생진갈비살(150g)': '34,000'}"
더도이종가집돼지국밥 본점,국밥,3.2,부산 북구 의성로 91 (우)46555,9242,['매일 00:00 ~ 24:00'],"{'따로 돼지국밥': '7,000', '따로 순대국밥': '7,500', '따로 내장국밥': '7,500', '따로 섞어국밥': '7,500', '수육백반': '9,000'}"
식당3선 덕천점,"육류,고기",2.5,부산 북구 금곡대로 112 (우)46545,8754,['매일 11:00 ~ 22:00'],"{'철판파삼겹과 항아리수제비 (1인분)': '15,000', '양념 돼지갈비 (1인분)': '17,000', '고추장 돼지갈비 (1인분)': '18,000', '생모듬구이 (1인분)': '19,000'}"
맥도날드 부산구남DT점,맥도날드,3.2,부산 북구 백양대로 1045 (우)46649,8621,['매일 00:00 ~ 24:00'],{}
박용채의대박터진돈까스,"돈까스,우동",2.3,부산 북구 덕천로304번길 18 (우)46612,8485,['화~일 11:00 ~ 20:30'],"{'돈까스+밥': '13,000', '돈까스': '12,500', '쫀득 손수제비': '8,000', '쫄면': '9,000'}"
맥도날드 부산덕천DT점,맥도날드,4.3,부산 북구 금곡대로 107 (우)46543,6637,['매일 00:00 ~ 24:00'],{}
갓파스시 덕천점,"초밥,롤",2.1,부산 북구 금곡대로 11 (우)46544,6621,"['토,일 11:00 ~ 22:00']","{'연어 (12pcs)': '8,800', '새우 (12pcs)': '8,800', '생새우 (12pcs)': '8,800', '연어 (6pcs) &새우 (6pcs)': '8,800', '연어 (6pcs) &생새우 (6pcs)': '8,800', '연어 (4pcs) &새우 (4pcs) &생새우 (4pcs)': '8,800'}"
맥도날드 만덕DT점,맥도날드,2.1,부산 북구 덕천로 179 (우)46570,6039,['매일 00:00 ~ 24:00'],{}
맥도날드 화명DT점,맥도날드,2.8,부산 북구 금곡대로 360 (우)46517,4829,['매일 00:00 ~ 24:00'],{}
툇마루,한식,2.5,"부산 북구 금곡대로285번길 81 두꺼비빌딩 2층 201, 202호 (우)46527",4490,['월~토 11:20 ~ 20:30'],"{'추천\n툇마루 한상Set (3인)': '72,000', '추천\n툇마루 한상Set (4인)': '96,000', '툇마루정식': '17,000'}"
신라농원,"육류,고기",3.7,부산 북구 기찰로 7 (우)46547,4442,['매일 11:30 ~ 21:30'],"{'신라 눈꽃살(1인분)': '23,000', '일품 한우등심(1인분)': '28,000', '한우 생고기(1인분)': '28,000', '소양념갈비(1인분)': '21,000', '뼈삼겹 왕갈비(1인분)': '11,000', '즉석철판돼지갈비정식': '11,000', '': ''}"
스타벅스 부산덕천역점,스타벅스,3.0,부산 북구 만덕대로 30 (우)46577,4297,['월~토 07:00 ~ 23:00'],"{'아이스 슈크림 라떼': '6,300', '슈크림 라떼': '6,300', '봄 딸기 라떼': '6,900', '리저브 나이트로': '7,500', '바질 레몬 셔벗 블렌디드': '6,500', '제주 말차 & 애플망고 블렌디드': '7,500', '': ''}"
투썸플레이스 부산화명수정점,투썸플레이스,2.2,부산 북구 화명신도시로 2 (우)46541,3715,['매일 08:00 ~ 00:00'],{}
파스쿠찌 부산구포점,파스쿠찌,1.7,부산 북구 낙동북로 720 (우)46635,3701,['매일 09:00 ~ 24:00'],"{'아이스 아메리카노(R)': '4,500', '아이스 카페라떼(R)': '5,000', '아이스 바닐라라떼 마끼아또(R)': '5,800', '아이스 카라멜라떼 마끼아또(R)': '5,800', '허니브레드(생크림)': '6,200', '아메리카노(R)': '4,500', '': ''}"
아웃백스테이크하우스 덕천점,아웃백스테이크하우스,4.5,부산 북구 만덕대로 30 미래빌딩 2층 (우)46577,3416,['매일 11:30 ~ 21:00'],"{'홈파티 4인세트 2': '150,900', '짐붐바 스테이크 3인세트': '85,900', '갈릭립아이 스테이크 2인세트': '70,900', '카카두 김치 그릴러 2인세트': '55,900', '투움바 파스타': '25,900', '오지치즈후라이즈(미듐)': '10,900'}"
하늘연달스무아흐레,카페,3.3,부산 북구 덕천로 375 1층 (우)46608,2990,['매일 11:00 ~ 22:30'],"{'에스프레소': '4,000', '아메리카노': '4,000', '카페라떼': '4,500', '레드 힙': '10,000', '듀이 라임': '10,000'}"
스타벅스 부산화명역점,스타벅스,4.3,부산 북구 금곡대로285번길 5 라움빌딩 1층 106호 (우)46526,2950,['월~토 07:00 ~ 23:00'],"{'아이스 슈크림 라떼': '6,300', '슈크림 라떼': '6,300', '봄 딸기 라떼': '6,900', '리저브 나이트로': '7,500', '바질 레몬 셔벗 블렌디드': '6,500', '제주 말차 & 애플망고 블렌디드': '7,500', '': ''}"
함경면옥 덕천점,냉면,2.2,부산 북구 금곡대로 21 (우)46544,2698,['매일 11:00 ~ 21:20'],"{'비빔냉면': '9,000', '물냉면': '9,000', '물비빔냉면': '9,000', '온면': '9,000', '왕갈비탕': '13,000'}"
웅천집,회,3.7,부산 북구 금곡대로616번길 7-14 웅천집 (우)46505,2531,['매일 11:00 ~ 22:00'],"{'추천\n향어회(1kg)': '19,000', '추천\n장어구이(1인분)': '25,000', '메기매운탕(소)': '25,000', '메기매운탕(중)': '35,000'}"
곰배령가든,오리,3.0,부산 북구 중리로 88-7 (우)46608,2507,['매일 11:00 ~ 22:00'],"{'숯불오리불고기 (1마리)': '40,000', '오리주물럭 (1마리)': '35,000', '로스구이 (1마리)': '35,000', '훈제오리 (1마리)': '40,000', '한방오리백숙 (1마리)': '50,000', '흑돼지 (1인분)': '10,000', '': ''}"
우리장,"육류,고기",3.0,부산 북구 중리로 88-14 (우)46608,2320,"['월,수,목,금,토,일 10:30 ~ 21:20']","{'오리양념참숯구이': '49,000', '도토리묵': '15,000', '제주 흑돼지 한판 (800g)': '63,000', '염소참숯구이 1인분 (250g)': '39,000', '능이한방오리(닭)백숙': '80,000', '옻오리(닭)백숙': '60,000', '': ''}"
화명옥,"족발,보쌈",3.8,부산 북구 용당로9번길 3 1층 (우)46527,2086,['매일 11:30 ~ 22:00'],"{'낙지볶음(1인)': '13,000', '마늘보쌈(1인)': '10,000', '돌판낙지(1인)': '12,000', '돌판낙지보쌈(소)': '38,000', '황금마늘보쌈(소)': '32,000', '물총칼국수': '7,000'}"
흥부네화덕,이탈리안,3.8,부산 북구 용당로20번길 6 (우)46527,2083,['매일 11:00 ~ 22:00'],{}
샤브마니아 부산화명점,샤브마니아,4.7,부산 북구 화명대로94번길 116 드림타운 1층 101호 (우)46536,2062,['매일 11:30 ~ 22:00'],"{'추천\n소고기샤브(평일점심)': '12,900', '추천\n한우샤브(평일점심)': '18,000', '소고기샤브': '15,900', '한우샤브': '20,000', '모둠해물피쉬볼(2인분)': '13,000', '모둠해물(2인분)': '13,000', '': ''}"
메종드마레,카페,3.3,부산 북구 만덕고개길 85 4층 (우)46608,2036,['화~일 10:00 ~ 18:00'],"{'에스프레소': '4,000', '아메리카노': '4,000', '카페라떼': '4,500', '바닐라라떼': '5,000', '아포카토': '6,500', '오미자티': '6,000', '': ''}"
파리바게뜨 부산덕천점,파리바게뜨,1.0,부산 북구 만덕대로 16 1층 (우)46576,2023,['null'],{'null': 'null'}
꽃마름 부산덕천점,꽃마름,3.5,부산 북구 낙동대로 1791 한진빌딩 3층 (우)46544,1891,"['화~금 11:30 ~ 21:00', '화~금 휴게시간 15:00 ~ 17:00']",{'null': 'null'}
롯데리아 부산화명점,롯데리아,4.3,"부산 북구 화명신도시로 127 범서미라클빌딩 1층 102호, 2층 202호 (우)46524",1879,['매일 00:00 ~ 24:00'],"{'힙&BEST팩': '24,000', 'NEW 홈패밀리팩': '20,800', '더블한우불고기 버거': '12,400', '더블 클래식치즈버거': '6,900', '더블 치킨버거': '5,500', '더블 데리버거': '4,500', '': ''}"
장수장꼬리곰탕,곰탕,2.9,부산 북구 사상로 577 (우)46504,1778,['월~토 10:00 ~ 20:30'],"{'한우도가니수육 (대)': '60,000', '한우도가니수육 (소)': '40,000', '꼬리곰탕 (소)': '18,000', '꼬리수육': '50,000', '꼬리전골': '55,000'}"
착한낙지 화명점,"해물,생선",3.4,부산 북구 금곡대로 195 (우)46541,1764,['매일 10:00 ~ 22:00'],"{'낙지(볶음)덮밥': '11,500', '통새우+낙지(볶음)덮밥': '11,500', '갑오징어+낙지(볶음)덮밥': '11,500', '통산낙지볶음 (2인)': '28,000', '낙지해물파전 (소)': '12,000'}"
구룡성,중국요리,1.7,부산 북구 금곡대로 17 (우)46544,1683,['매일 11:00 ~ 22:00'],"{'삼선자장면': '7,000', '오룡해삼 (Small)': '50,000', '송이쇠고기안심볶음': '80,000', '특왕새우요리 (칠리)': '60,000', '해삼송이 (Small)': '60,000'}"
육선당,"육류,고기",3.5,부산 북구 화명대로 17 2층 (우)46524,1648,['매일 11:30 ~ 24:00'],"{'숙성 양념돼지갈비 (350g)': '14,000', '한우 언양 불고기 (150g)': '20,000', '차돌된장찌개 (소)': '3,500', '물냉면': '5,000'}"
북경의자전거,중국요리,3.0,부산 북구 용당로5번길 14 (우)46527,1545,['매일 11:30 ~ 22:00'],"{'자장면': '5,000', '삼선 짬뽕': '7,000', '군만두': '5,000', '새우볶음밥': '7,000', '미니탕수육': '12,000'}"
금용,중국요리,4.2,부산 북구 구포만세길 75 (우)46502,1510,['매일 11:00 ~ 20:00'],"{'물만두': '7,000', '찐만두': '7,000', '군만두': '8,000', '만두국밥': '7,000', '오향장육': '25,000'}"
도랑추어탕,추어,4.1,부산 북구 금곡대로324번길 7 (우)46531,1483,['매일 10:30 ~ 21:30'],"{'도담추어탕': '9,000'}"
스시투어 화명점,"초밥,롤",3.6,부산 북구 용당로16번길 23 1층 (우)46527,1442,"['매일 11:00 ~ 22:00', '매일 휴게시간 15:00 ~ 17:00']","{'레일 위 초밥': '1,950', '멍게초밥 (2P)': '3,900', '참치타다끼 초밥 (2P)': '3,900', '전복초밥 (2P)': '3,900', '한우초밥 (1P)': '3,900'}"
롯데리아 덕천점,롯데리아,3.7,부산 북구 덕천1길 26 (우)46576,1415,['매일 09:00 ~ 24:00'],"{'힙&BEST팩': '24,000', 'NEW 홈패밀리팩': '20,800', '더블한우불고기 버거': '12,400', '더블 클래식치즈버거': '6,900', '더블 치킨버거': '5,500', '더블 데리버거': '4,500', '': ''}"
취밍,중국요리,4.3,부산 북구 금곡대로285번길 16 메인프라자 106호 (우)46526,1349,"['매일 11:00 ~ 22:00', '매일 휴게시간 15:00 ~ 16:10']","{'짬뽕': '6,000', '새우볶음밥': '7,000', '게살볶음밥': '8,000', '짬뽕밥': '7,500', '쟁반짜장 (2인분)': '13,000', '탕수육 (소)': '13,000', '': ''}"
명륜진사갈비 부산화명점,명륜진사갈비,2.5,부산 북구 금곡대로285번길 81 두꺼비빌딩 1층 (우)46527,1313,['매일 12:00 ~ 22:30'],{}
숨터,양식,3.4,부산 북구 만덕고개길 131 (우)46556,1284,['null'],"{'에스프레소': '4,500', '아메리카노(HOT)': '4,500', '카페라떼(HOT)': '5,000', '레몬에이드': '5,500', '요거트스무디': '6,000'}"
구포설렁탕 구포본점,설렁탕,3.6,부산 북구 백양대로 1182 (우)46579,1239,['매일 00:00 ~ 24:00'],"{'모둠곰탕': '10,000', '설렁탕': '7,000', '맑은양지탕': '7,000', '육개장': '8,000', '도가니수육': '25,000'}"
롯데리아 부산화명점,롯데리아,4.3,"부산 북구 화명신도시로 127 범서미라클빌딩 1층 102호, 2층 202호 (우)46524",1157,['매일 00:00 ~ 24:00'],"{'힙&BEST팩': '24,000', 'NEW 홈패밀리팩': '20,800', '더블한우불고기 버거': '12,400', '더블 클래식치즈버거': '6,900', '더블 치킨버거': '5,500', '더블 데리버거': '4,500', '': ''}"
덕천복집,복어,77,부산 북구 기찰로 41-2 (우)46546,1113,['매일 10:00 ~ 22:00'],"{'눈꽃복 삼계탕 (1인)': '27,000', '까치 복국 (1인)': '21,000', '까치전골 (1인분)': '29,000', '참복정식세트 (1인 가능)': '35,000', '참복국': '27,000'}"
길세이로무시 화명점,"육류,고기",3.3,부산 북구 금곡대로303번길 62 1층 (우)46524,1111,"['토,일 13:00 ~ 01:00']","{'참치 사시미(소)': '50,000', '연어 사시미': '30,000', '광어 사시미': '30,000', '메로구이': '23,000', '스지오뎅탕': '20,000'}"
샤브쌈주머니 부산만덕점,샤브쌈주머니,4.8,부산 북구 만덕3로33번길 4-9 윤창BH빌딩 301호 (우)46562,1104,['매일 11:00 ~ 22:00'],{}
버거킹 부산화명점,버거킹,2.5,부산 북구 화명대로 44 (우)46526,1099,"['금,토 09:00 ~ 24:00']","{'스모키 바비큐 몬스터 세트': '13,500', '스모키 바비큐 와퍼 세트': '12,000', '스모키 바비큐 X 세트': '13,300', '치킨킹BLT 세트': '10,900', '콰트로치즈와퍼 세트': '11,300', '몬스터와퍼 세트': '12,200', '': ''}"
이상한나라의밀가루 공장,양식,5.0,부산 북구 만덕2로44번길 42-14 1층 (우)46566,1099,['매일 10:30 ~ 22:00'],"{'추천\n크림디풍기': '13,800', '아메리카노': '4,000', '레몬에이드': '5,000'}"
화명참숯갈비,갈비,3.3,부산 북구 화명신도시로 127 범서미라클 11층 1101~1103호 (우)46524,1092,['화~일 11:30 ~ 21:30'],"{'돼지 양념갈비(1인)': '17,000', '소 양념갈비(1인)': '32,000', '물냉면': '10,000', '비빔냉면': '10,000', '물비빔냉면': '10,000', '후식냉면(물,비빔,물비빔)': '6,000', '': ''}"
평양집,한식,3.7,부산 북구 금곡대로20번길 21 1층 (우)46547,1075,['월~토 11:00 ~ 17:00'],"{'만두백반': '8,000', '김치찌개': '8,000', '녹두전 (3장)': '12,000', '만두전골 (대)': '35,000', '만두전골 (중)': '25,000', '냉동만두 (1kg)(약20개)': '15,000', '': ''}"
오픈하우스가든,"육류,고기",4.3,부산 북구 중리로 88-13 (우)46608,978,['토 11:30 ~ 22:30'],"{'생삼겹살 (150g)': '9,000', '생목살 (150g)': '9,000', '양념생갈매기살 (120g)': '9,000', '한우꽃등심 (120g)': '21,000', '오리불고기 (마리)': '35,000'}"
풍어횟집,회,4.4,부산 북구 금곡대로285번길 62 (우)46527,949,['매일 11:00 ~ 22:00'],"{'참가자미 (특대)': '100,000', '참가자미 (대)': '80,000', '참가자미 (중)': '65,000', '참가자미 (소)': '50,000', '물회': '13,000'}"
화명코아활어회센터,회,3.0,부산 북구 금곡대로303번길 80 (우)46524,949,['null'],{'null': 'null'}
롯데리아 구포점,롯데리아,2.7,부산 북구 낙동대로 1698 (우)46501,944,['매일 09:00 ~ 23:00'],"{'힙&BEST팩': '24,000', 'NEW 홈패밀리팩': '20,800', '더블한우불고기 버거': '12,400', '더블 클래식치즈버거': '6,900', '더블 치킨버거': '5,500', '더블 데리버거': '4,500', '': ''}"
올타미스터스시 화명직영점,"초밥,롤",3.7,부산 북구 용당로5번길 12 1층 (우)46527,935,"['매일 11:30 ~ 21:30', '토,일 휴게시간 15:00 ~ 17:00']","{'초신선세트(2인)': '44,800', '커플세트(2인)': '43,800', '초밥세트(2인)': '42,800', '특선초밥': '18,800', '올타초밥': '15,800'}"
그린하노이 화명점,동남아음식,5.0,부산 북구 금곡대로199번길 11 (우)46541,921,['화~일 11:30 ~ 21:30'],"{'월남쌈소고기': '15,000', '월남쌈 훈제오리(1인분)': '20,000', '월남쌈 삼겹살(1인분)': '14,000', '쇠고기 샤브(1인분)': '14,000'}"
큰집게장,"게,대게",3.8,부산 북구 와석장터로 13 (우)46531,901,"['화~일 11:30 ~ 21:00', '화~일 휴게시간 16:00 ~ 17:00']","{'큰집게장 (1인)': '15,000', '큰집게장 (초등학생)': '7,000', '코다리양념조리 (대)': '36,000', '코다리양념조리 (중)': '30,000', '해물순두부': '8,000'}"
메아리산장,한식,4.8,부산 북구 만덕고개길 23 (우)46556,878,['매일 10:00 ~ 22:00'],"{'오리불고기반마리(400g)': '25,000', '로스(700g)': '45,000', '유황오리훈제': '55,000', '옻오리': '60,000', '옻닭': '60,000', '오리탕': '60,000', '': ''}"
하이페리온타워,빌딩,0,부산 북구 화명대로 15 (우)46524,871,['null'],{'null': 'null'}
골든 프라자,빌딩,0,부산 북구 화명신도시로 129 (우)46524,866,['null'],{'null': 'null'}
우미남 화명점,"육류,고기",4.4,부산 북구 용당로16번길 20 1층 (우)46527,857,['매일 11:30 ~ 22:30'],"{'한우육회비빔밥': '10,000', '한우뚝배기불고기': '12,000', '채끝등심(100g)': '25,000', '안창살(100g)': '35,000', '시골한우된장찌개': '5,000'}"
혜미식품,축산업,0,부산 북구 낙동대로1570번길 16 (우)46504,833,['null'],{'null': 'null'}
샤브향 부산화명점,샤브향,5.0,부산 북구 금곡대로303번길 25 명신프라자 4층 402호 (우)46525,796,['매일 11:30 ~ 22:00'],{}
리산옥,중국요리,99,부산 북구 금곡대로303번길 25 명신프라자 2층 203호 (우)46525,780,['매일 10:00 ~ 22:00'],"{'런치코스요리B': '28,000', '추천\n로얄코스': '49,000', '추천\n바게트탕수육': '36,000', '간짜장': '9,500', '해물짬뽕': '9,500', '쫀득 꿔바로우': '36,000'}"
트레몬토710,카페,3.0,부산 북구 금곡대로 710-15 트레몬토710커피숍 (우)46510,780,['매일 11:00 ~ 22:00'],"{'아메리카노': '5,500', '카페라떼': '6,000', '아인슈페너 (ICE)': '7,000', '제주그린티 아인슈페너 (ICE)': '7,000', '짜이': '7,000', '베리몬토라떼 (ICE)': '6,500'}"
명가밀면,국수,4.3,부산 북구 금곡대로303번길 70 2층 (우)46524,779,['매일 11:30 ~ 20:30'],"{'밀면 (대)': '7,000', '밀면': '6,000', '비빔밀면 (대)': '7,000', '비빔밀면': '6,000', '손만두': '6,000'}"
마피아떡볶이 부산진구점,마피아떡볶이,5.0,부산 부산진구 당감로25번길 39 (우)47180,765,['매일 10:00 ~ 23:00'],"{'오늘은 마피아 떡볶이 닭이다 1': '18,000', '오늘은 마피아 떡볶이 닭이다 2': '23,000', '오늘은 마피아 떡볶이 닭강정이다 1': '18,000', '오늘은 마피아 떡볶이 닭강정이다 2': '23,000', '마피아세트1': '18,000', '마피아세트2': '20,000', '': ''}"
박씨네,오리,3.5,부산 북구 만덕고개길 140 (우)46556,759,['매일 11:00 ~ 18:30'],{}
날마다대박나는집,삼겹살,3.5,부산 북구 만덕3로 9 1층 (우)46562,745,['매일 00:00 ~ 24:00'],"{'대패삼겹살 (90g)': '4,500', '지리산흑돼지 왕소금모듬구이 (100g)': '4,900', '생삼겹살 (100g)': '6,500', '명품눈꽃삼겹살 (100g)': '7,500', '양념돼지갈비 (150g)': '7,500'}"
목촌돼지국밥,국밥,4.7,부산 기장군 장안읍 해맞이로 437 (우)46035,743,['null'],"{'돼지국밥': '9,000', '섞어국밥': '9,000', '내장국밥': '9,500', '순대국밥': '9,000', '수육백반': '12,000'}"
삼소통나무집,갈비,13,부산 북구 중리로 78 (우)46608,741,['매일 11:30 ~ 22:00'],"{'한우등심 (등급1+) (1인분)': '35,000', '한우갈비살 (등급1+) (1인분)': '37,000', '지리산흑돼지 (1인분)': '20,000', '주물럭 (1인분)': '32,000', '소고기전골 (2~3인분)': '50,000', '추천\n오리숯불구이': '45,000', '': ''}"
도미노피자 화명점,도미노피자,4.9,부산 북구 화명신도시로 77 (우)46527,737,['매일 11:30 ~ 21:30'],"{'와일드 와일드 웨스트 스테이크(L)': '33,900', '블랙타이거 슈림프(L)': '36,900', '블랙앵거스 스테이크(L)': '35,900', '포테이토(L)': '27,900', '대만 콘 치즈 감자(L)': '17,900', '터키 치킨 케밥(L)': '17,900', '': ''}"
샤브향 부산덕천점,샤브향,4.5,부산 북구 만덕대로 176 (우)46569,729,['매일 11:30 ~ 22:00'],{}
사랑도횟집,회,2.0,부산 북구 금곡대로285번길 81 (우)46527,723,['매일 10:30 ~ 22:30'],"{'자연산 (소)': '60,000', '활어 모듬회 (소)': '40,000', 'A코스 (1인)': '50,000', 'B코스 (1인)': '30,000', '문어숙회': '30,000'}"
큐빅스타워,빌딩,0,부산 북구 금곡대로285번길 46 (우)46526,695,['null'],{'null': 'null'}
백소정 화명점,"돈까스,우동",3.6,부산 북구 학사로 8 크리스탈타워 103호 (우)46541,686,"['매일 11:00 ~ 21:30', '매일 휴게시간 15:00 ~ 17:00']","{'마제소바': '8,500', '마제소바+돈카츠': '10,900', '모짜렐라치즈카츠(4pcs)': '9,500', '오로시카츠': '9,500', '카레': '7,500'}"
도미노피자 덕천점,도미노피자,2.0,부산 북구 만덕대로 116 1층 (우)46568,686,['매일 11:30 ~ 21:30'],"{'와일드 와일드 웨스트 스테이크(L)': '33,900', '블랙타이거 슈림프(L)': '36,900', '블랙앵거스 스테이크(L)': '35,900', '포테이토(L)': '27,900', '대만 콘 치즈 감자(L)': '17,900', '터키 치킨 케밥(L)': '17,900', '': ''}"
5키친,이탈리안,4.3,부산 북구 화명대로12번길 88 (우)46527,656,"['매일 11:30 ~ 22:00', '매일 휴게시간 15:00 ~ 16:30']","{'살치살 스테이크': '32,000', '루꼴라 엔쵸비 오일 파스타': '14,000', '새우로제파스타': '15,000', '먹물 리조또': '15,000', '치킨스테이크': '19,000', '대파오일파스타': '13,000', '': ''}"
봉평막국수 화명점,국수,3.4,부산 북구 화명대로 69-13 (우)46532,652,['매일 10:00 ~ 22:00'],"{'수제비': '6,000', '막국수': '8,000', '왕만두 (소)': '3,000', '수육 (중)': '18,000', '매운소갈비찜 (소)': '31,000'}"
코지하우스 화명점,양식,4.1,"부산 북구 화명대로 31 현호타워 2층 203,204호 (우)46525",647,"['매일 11:30 ~ 22:00', '매일 휴게시간 15:30 ~ 17:00']","{'10$스테이크(160g)': '12,000', '더블스테이크(300g)': '18,900', '새우 로제 파스타': '12,000', '스테이크 크림 파스타': '10,900', '차돌박이 크림 파스타': '9,900'}"
칠칠집,"육류,고기",4.7,부산 북구 금곡대로303번길 22 정능빌딩 207호 (우)46525,631,['매일 16:00 ~ 02:00'],"{'생꽃삼겹 (120g)': '7,700', '도깨비살 (120g)': '7,700', '돼지갈비 (180g)': '7,700', '냉꽃삼겹 (120g)': '7,700', '돈치마살 (120g)': '7,700', '임실치즈구이 (7조각)': '7,700'}"
오늘도짬뽕,중국요리,4.5,"부산 북구 화명신도시로 133 3층 301~303,305호 (우)46524",619,"['월,수,목,금,토,일 11:00 ~ 22:00', '토,일 휴게시간 15:30 ~ 16:30']","{'짬뽕': '8,000', '짜장면': '6,000', '물짜장면': '8,000', '짬뽕밥': '8,000', '': ''}"
