순위,업소명,주소,분류,검색량
91,제주은희네해장국부산수영점,부산 수영구 광안해변로344번길 17-5,한식,2108
92,칠성횟집,부산 수영구 광안해변로 263-0,전문음식,2079
93,마담에뽀끄,부산 수영구 광안해변로 239-0,전문음식,2062
94,까사부사노광안점,부산 수영구 광안해변로 179-0,카페/찻집,2023
95,다옴,부산 수영구 수영로464번길 9-0,한식,2020
96,황금어장,부산 수영구 광안해변로278번길 42-0,전문음식,1988
97,길수횟집,부산 수영구 민락수변로 103-0,전문음식,1883
98,샌디스,부산 수영구 남천바다로 38-1,카페/찻집,1882
99,연합횟집,부산 수영구 황령대로489번길 59-0,전문음식,1878
100,해저도시,부산 수영구 광안해변로 362-0,전문음식,1842
1,국제밀면본점,부산 연제구 중앙대로1235번길 23-6,한식,15021
2,외식1번가연제점,부산 연제구 월드컵대로 201-0,한식,14297
3,갓파스시연산점,부산 연제구 반송로 44-0,외국식,10066
4,청담[한식],부산 연제구 연안로 1-0,한식,10062
5,맥도날드부산교대SK DT점,부산 연제구 중앙대로 1179-0,간이음식,8197
6,맥도날드시청DT점,부산 연제구 중앙대로 1031-0,간이음식,7369
7,더파티시청점,부산 연제구 중앙대로 1000-0,전문음식,6209
8,구자윤과자점교대점,부산 연제구 세병로 29-0,간이음식,5230
9,스타벅스부산교대역DT점,부산 연제구 중앙대로 1250-0,카페/찻집,5170
10,수복돼지국밥,부산 연제구 고분로 41-1,한식,4396
11,할매칼국수,부산 연제구 과정로191번가길 70-0,한식,4001
12,오소리순대,부산 연제구 월드컵대로 162-0,한식,3542
13,스타벅스부산교대역점,부산 연제구 명륜로 3-0,카페/찻집,3484
14,한방장어구이사직거제점,부산 연제구 아시아드대로 8-0,전문음식,3481
15,버거킹부산연산RFS점,부산 연제구 중앙대로 1087-0,간이음식,3385
16,시골통돼지볶음전문점부산본점,부산 연제구 중앙대로1075번길 9-0,한식,3195
17,서울깍두기,부산 연제구 안연로 18-0,한식,3007
18,연산낙지해물탕,부산 연제구 과정로 121-0,전문음식,2842
19,더파티목화점,부산 연제구 중앙대로 1125-0,전문음식,2695
20,맥도날드토곡점,부산 연제구 과정로 226-0,간이음식,2595
21,토곡식육식당,부산 연제구 토곡로 7-0,한식,2505
22,누리마을감자탕연산토곡점,부산 연제구 연안로 15-0,한식,2412
23,취원[중식],부산 연제구 신촌로 38-0,외국식,2410
24,독도참가자미회,부산 연제구 거제천로154번길 13-0,전문음식,2396
25,스타벅스부산시청점,부산 연제구 중앙천로 93-0,카페/찻집,2343
26,채선당플러스연산점,부산 연제구 중앙대로 1125-0,전문음식,2326
26,스타벅스연산시티타워점,부산 연제구 중앙대로 1125-0,카페/찻집,2326
28,이흥용과자점사직점,부산 연제구 아시아드대로 90-0,간이음식,2265
29,호야 스시,부산 연제구 교대로22번길 51-0,외국식,2179
30,녹산횟집,부산 연제구 월드컵대로99번길 37-0,전문음식,2056
31,팔미초밥,부산 연제구 월드컵대로119번길 8-0,외국식,2047
32,마파람해물찜해물탕시청점,부산 연제구 거제천로 64-0,한식,1973
33,서울왕돈까스,부산 연제구 거제천로 205-0,전문음식,1939
34,아키야마초밥,부산 연제구 월드컵대로145번길 6-0,외국식,1933
35,국제밀면법조타운점,부산 연제구 법원남로9번길 22-1,한식,1914
36,구자윤과자점연산점,부산 연제구 쌍미천로156번길 1-0,간이음식,1883
37,투썸플레이스부산거제점,부산 연제구 아시아드대로 101-0,카페/찻집,1829
38,포항물회,부산 연제구 거제천로182번길 42-2,전문음식,1762
39,골든리지시청점,부산 연제구 신촌로 27-0,전문음식,1671
40,스타벅스연산중앙로점,부산 연제구 중앙대로 1091-0,카페/찻집,1664
41,그린피그숯불갈비,부산 연제구 고분로 3-0,한식,1653
42,투썸플레이스부산시청점,부산 연제구 시청로 6-0,카페/찻집,1568
43,도미노피자연산점,부산 연제구 중앙대로 1173-0,간이음식,1524
44,스타벅스부산연산역점,부산 연제구 반송로 20-0,카페/찻집,1523
45,정정,부산 연제구 온천천공원길 56-0,외국식,1456
46,등촌동샤브샤브부산본점,부산 연제구 과정로 216-0,전문음식,1441
47,스타벅스부산교대점,부산 연제구 교대로 20-2,카페/찻집,1438
48,로타리양곱창센타,부산 연제구 반송로 13-7,전문음식,1437
49,박가네,부산 연제구 교대로22번길 35-0,한식,1435
50,명륜진사갈비부산연산점,부산 연제구 월드컵대로 156-0,한식,1415
51,부잣집식당,부산 연제구 거제대로272번길 23-0,한식,1335
52,일공공샤브토곡점,부산 연제구 과정로 152-0,전문음식,1334
53,메이리[중식],부산 연제구 거제시장로 3-0,외국식,1274
54,더쉐프,부산 연제구 월드컵대로 344-0,전문음식,1241
55,스타벅스연산트레이더스점,부산 연제구 좌수영로 241-0,카페/찻집,1197
56,수제국수부산시청점,부산 연제구 중앙대로1043번길 40-0,한식,1149
57,정가네양곱창,부산 연제구 과정로 123-0,전문음식,1138
57,버거킹부산망미SK점,부산 연제구 과정로 120-0,간이음식,1138
59,다비다웨딩홀부페,부산 연제구 연수로 86-0,전문음식,1097
60,카페게더,부산 연제구 세병로 84-0,카페/찻집,1048
61,매운수제비,부산 연제구 중앙대로1133번길 13-0,한식,1010
62,맛나감자탕연제구청점,부산 연제구 양연로 3-0,한식,1009
63,목구멍부산연산직영점,부산 연제구 고분로13번길 70-0,한식,1006
64,크리스피크림도넛부산연산점,부산 연제구 반송로 32-0,간이음식,999
65,사이먼커피,부산 연제구 중앙대로1056번길 2-0,카페/찻집,985
66,용문각[중식],부산 연제구 거제천로 209-0,외국식,935
67,진송추어탕 시청점,부산 연제구 시청로 12-0,한식,934
68,장덕풍천산삼민물장어거제리직영점,부산 연제구 거제대로 94-0,전문음식,905
69,담[중식],부산 연제구 고분로 3-0,외국식,901
70,디저트시네마,부산 연제구 쌍미천로 32-1,카페/찻집,868
71,고등어다찌연산본점,부산 연제구 고분로31번길 42-0,전문음식,867
72,이영식옛날돈까스,부산 연제구 중앙대로1075번길 7-0,전문음식,851
73,수매풍생선구이식당,부산 연제구 월드컵대로188번길 39-0,한식,843
74,거북이동네부산연산직영점,부산 연제구 안연로 32-0,한식,830
75,연산숯불왕갈비,부산 연제구 월드컵대로120번길 18-0,한식,804
76,롯데리아부산물만골역점,부산 연제구 월드컵대로 12-0,간이음식,799
77,랑돼지,부산 연제구 쌍미천로155번길 33-0,한식,789
78,스시아이가,부산 연제구 진연로 30-15,외국식,788
79,본가아구찜,부산 연제구 고분로 47-1,한식,787
80,조선화로집온천천점,부산 연제구 반송로 89-0,한식,778
81,투썸플레이스부산연산점,부산 연제구 반송로 30-0,카페/찻집,775
82,해운대31cm해물칼국수연산점,부산 연제구 반송로 62-0,한식,773
83,이디야커피부산연제초교점,부산 연제구 중앙대로1075번길 8-0,카페/찻집,766
84,오복미역연산점 [한식],부산 연제구 월드컵대로145번길 19-0,한식,763
85,경주박가국밥,부산 연제구 고분로 232-0,한식,751
86,피자헛부산연산점,부산 연제구 중앙대로 1174-0,간이음식,747
87,마장동김씨연산시청점,부산 연제구 거제천로104번길 9-0,한식,737
88,도화,부산 연제구 고분로13번길 61-0,전문음식,736
89,정성순대,부산 연제구 중앙대로 1116-5,한식,730
90,고반식당연산점,부산 연제구 고분로13번길 81-0,한식,720
91,칠보락,부산 연제구 쌍미천로 175-10,외국식,711
92,보느파티쓰리,부산 연제구 교대로 7-0,간이음식,692
93,보배밥상[한식],부산 연제구 월드컵대로 179-0,한식,691
94,할매칼국수,부산 연제구 과정로225번길 15-0,한식,689
95,호야짬뽕1650부산시청본점 [중식],부산 연제구 거제대로118번길 51-0,외국식,685
96,토곡현대칼국수,부산 연제구 과정로132번길 9-0,한식,682
97,연일한우참숯구이,부산 연제구 고분로32번길 42-0,한식,680
98,쭈꾸미본색연산점,부산 연제구 중앙대로1150번길 26-0,전문음식,671
99,롯데리아부산연산점,부산 연제구 반송로 8-0,간이음식,667
100,도심속바다,부산 연제구 고분로13번길 78-0,전문음식,656
1,피아크카페앤베이커리,부산 영도구 해양로195번길 180-0,카페/찻집,50399
2,목장원,부산 영도구 절영로 355-0,한식,21972
3,모모스로스터리&커피바,부산 영도구 봉래나루로 160-0,카페/찻집,15633
4,카페38.5,부산 영도구 태종로 539-0,카페/찻집,13489
5,맥도날드부산영도DT점,부산 영도구 태종로 150-0,간이음식,13003
6,스타벅스영도청학DT점,부산 영도구 태종로 373-0,카페/찻집,9673
7,에테르,부산 영도구 절영로 234-0,카페/찻집,9648
8,오구카페,부산 영도구 남항서로 52-0,카페/찻집,8632
9,신기숲,부산 영도구 와치로 65-0,카페/찻집,8521
10,카페신기산업,부산 영도구 와치로51번길 2-0,카페/찻집,7951
11,제주복국,부산 영도구 절영로 481-0,전문음식,6525
12,도날드즉석떡볶이,부산 영도구 꿈나무길 267-0,간이음식,5615
13,백설대학,부산 영도구 웃서발로 72-0,간이음식,5456
14,태종대욜로조개구이,부산 영도구 감지길87번길 21-0,전문음식,5305
15,바릇식당영도점,부산 영도구 해양로247번길 35-0,전문음식,5238
16,재기돼지국밥,부산 영도구 절영로49번길 25-0,한식,4832
17,왔다식당,부산 영도구 하나길 811-0,한식,4281
18,스타벅스영도대교점,부산 영도구 태종로 39-0,카페/찻집,4053
19,그라치에,부산 영도구 청학동로 12-0,전문음식,3952
20,몽작,부산 영도구 남항서로 36-0,한식,3873
21,버거킹부산영도DT점,부산 영도구 태종로 173-0,간이음식,3483
22,무명일기,부산 영도구 봉래나루로 178-0,카페/찻집,3283
23,카페드220볼트,부산 영도구 하나길 807-0,카페/찻집,3139
24,얼큰이칼국수,부산 영도구 해양로 70-0,한식,2969
25,백세촌24시순대돼지국밥,부산 영도구 해양로65번길 8-0,한식,2691
26,에쎄떼,부산 영도구 대평북로 29-0,카페/찻집,2409
27,옥천횟집,부산 영도구 중리남로 2-21,전문음식,2199
28,흰여울비치,부산 영도구 절영로 236-0,카페/찻집,2171
29,현미해물천국,부산 영도구 절영로36번길 5-0,한식,2165
30,젬스톤,부산 영도구 대교로6번길 33-0,카페/찻집,2150
31,태종대짬뽕[중식],부산 영도구 태종로 825-0,외국식,2038
32,와글와글,부산 영도구 중리북로22번길 5-0,간이음식,2006
33,가마솥돼지국밥,부산 영도구 남항시장길 350-0,한식,1967
34,영도면옥,부산 영도구 해양로 70-0,한식,1931
35,화복반점[중식],부산 영도구 일산봉로39번길 14-0,외국식,1809
36,사랑방조개구이,부산 영도구 태종로 816-0,전문음식,1804
37,크리스탈제이드부산피아크점,부산 영도구 해양로195번길 180-0,외국식,1689
38,호박터숯불촌,부산 영도구 절영로 531-0,한식,1638
39,선인장식당,부산 영도구 와치로 15-0,전문음식,1636
40,빨간등대,부산 영도구 남항서로 40-0,전문음식,1544
41,손목서가,부산 영도구 흰여울길 307-0,카페/찻집,1381
42,목촌돼지국밥영도점,부산 영도구 태종로 692-5,한식,1362
43,동삼동불짬뽕[중식],부산 영도구 동삼남로 21-0,외국식,1351
44,토로,부산 영도구 태종로750번길 46-0,전문음식,1309
45,만소,부산 영도구 동삼로 56-0,한식,1236
46,해빙모먼트,부산 영도구 절영로 196-0,카페/찻집,1226
47,오채담,부산 영도구 절영로 355-0,전문음식,1224
48,동방밀면,부산 영도구 꿈나무길 239-0,한식,1217
49,영도우,부산 영도구 조내기로5번길 2-0,간이음식,1151
50,오유미당영도점,부산 영도구 태종로65번길 12-0,전문음식,1148
51,신기여울,부산 영도구 절영로 202-2,카페/찻집,1111
52,에르마나,부산 영도구 와치로 195-0,외국식,1074
53,영도솔밭농원,부산 영도구 와치로 318-0,한식,1039
54,북창동순두부,부산 영도구 동삼로28번길 15-0,한식,1025
55,암튼커피스탠드,부산 영도구 남항서로 40-0,카페/찻집,1019
56,또시아[중식],부산 영도구 절영로 6-0,외국식,1013
57,원조밀면,부산 영도구 중리로 12-0,한식,993
58,엘림오리고기집,부산 영도구 태종로384번길 5-0,전문음식,988
59,파스쿠찌부산태종대점,부산 영도구 태종로 794-0,카페/찻집,970
60,올리버다이너,부산 영도구 와치로27번길 19-0,전문음식,913
61,복성만두,부산 영도구 대평로34번길 5-8,한식,910
62,포항물회일번지,부산 영도구 절영로35번길 6-0,전문음식,902
63,모티브커피,부산 영도구 조내기로5번길 27-0,카페/찻집,893
64,산호횟집,부산 영도구 하리해안길 12-0,전문음식,853
65,날마다대박나는집,부산 영도구 동삼로 54-0,전문음식,846
66,스크랩부산,부산 영도구 해양로247번길 35-0,카페/찻집,836
67,청해수산,부산 영도구 태종로113번길 35-0,전문음식,831
68,컵넛,부산 영도구 절영로 222-0,카페/찻집,821
69,경기도기사님식당,부산 영도구 태종로 829-0,한식,808
70,청학동가야밀면청학점,부산 영도구 산업로 10-0,한식,768
71,경북밀면,부산 영도구 태종로105번길 13-0,한식,736
72,상생라멘,부산 영도구 와치로51번길 1-1,외국식,723
73,석화정,부산 영도구 동삼로42번길 16-11,한식,718
74,자매보리밥,부산 영도구 태종로73번길 25-0,한식,717
75,아델라베일리부산점,부산 영도구 태종로 45-0,외국식,681
76,영선불고기,부산 영도구 남항로49번길 42-0,한식,675
77,뚜레쥬르영도미라주,부산 영도구 동삼로 89-0,간이음식,666
78,어리목도새기촌,부산 영도구 절영로 485-0,한식,650
79,설빙영도점,부산 영도구 절영로 33-0,카페/찻집,641
80,초원복국,부산 영도구 태종로89번길 12-0,전문음식,617
81,맛나감자탕봉래점,부산 영도구 대교로6번길 33-0,한식,609
82,태종아리랑,부산 영도구 와치로 328-0,한식,597
83,일구향만두,부산 영도구 절영로49번길 24-0,외국식,596
84,안락다락방,부산 영도구 하나길 894-0,카페/찻집,575
84,더노벰버라운지부산영도점,부산 영도구 동삼오션로 30-0,카페/찻집,575
86,청동숯불갈비신관,부산 영도구 태종로 341-0,한식,559
87,림스치킨영도대교점,부산 영도구 태종로 96-0,간이음식,549
88,샤브향영도점,부산 영도구 동삼로 56-0,전문음식,546
89,함흥보쌈,부산 영도구 남항로 42-0,전문음식,541
90,다미복국영도본점,부산 영도구 남항로9번길 2-0,전문음식,534
91,고슬로우,부산 영도구 절영로 246-24,카페/찻집,518
92,명륜진사갈비부산영도점,부산 영도구 절영로 544-0,한식,511
93,큰집꼬리곰탕,부산 영도구 태종로 630-0,한식,510
94,미정식당,부산 영도구 태종로 298-0,한식,504
94,라발스스카이카페앤바라발스호텔점,부산 영도구 봉래나루로 82-0,카페/찻집,504
96,충북집누나야,부산 영도구 감지해변길 90-0,전문음식,498
97,아브라함커피랩,부산 영도구 와치로 195-0,카페/찻집,497
98,아르프,부산 영도구 태종로99번길 35-0,전문음식,491
99,영도김가네쑥밀면,부산 영도구 중리로 3-1,한식,470
100,롯데리아영도동삼점,부산 영도구 동삼로 25-0,간이음식,453
1,이재모피자,부산 중구 광복중앙로 31-0,간이음식,19261
2,본참치,부산 중구 해관로 73-0,전문음식,5810
3,백화양곱창,부산 중구 자갈치로23번길 6-0,전문음식,4455
4,노티스,부산 중구 대교로 135-0,카페/찻집,4185
5,원조부산족발,부산 중구 광복로 19-1,전문음식,4097
6,이가네떡볶이본점,부산 중구 부평1길 48-0,간이음식,3915
7,한우뭉치부산본점,부산 중구 보수대로 106-0,한식,3673
8,중앙모밀,부산 중구 중앙대로49번길 9-1,한식,3436
9,부산명물횟집,부산 중구 자갈치해안로 55-0,전문음식,3433
10,신동아회센터27호,부산 중구 자갈치로 42-0,전문음식,2733
11,아웃백스테이크하우스남포점,부산 중구 구덕로 54-1,전문음식,2686
12,할매가야밀면,부산 중구 광복로 56-14,한식,2464
13,개미집부산본점,부산 중구 중구로30번길 22-0,한식,2232
14,18번완당집,부산 중구 비프광장로 31-0,한식,2198
15,한양족발,부산 중구 광복로 13-0,전문음식,2109
16,대정양곱창본관,부산 중구 중구로23번길 31-0,전문음식,2048
17,뚱보집,부산 중구 중앙대로29번길 2-11,전문음식,1968
18,쿠우쿠우부산광복점,부산 중구 구덕로 40-0,전문음식,1926
19,무궁화,부산 중구 충장대로5번길 46-0,한식,1873
20,동화반점[중식],부산 중구 흑교로75번길 3-0,외국식,1787
21,성일집,부산 중구 대교로 103-0,전문음식,1764
22,물꽁식당,부산 중구 흑교로59번길 3-0,전문음식,1750
23,돌고래순두부,부산 중구 중구로40번길 17-0,한식,1670
24,거인통닭,부산 중구 중구로47번길 34-0,간이음식,1630
25,부평동족발골목,부산 중구 광복로 16-0,음식점기타,1625
26,옥생관[중식],부산 중구 대청로 66-0,외국식,1591
27,물레방아즉석구이,부산 중구 중앙대로41번길 11-1,한식,1537
28,부산숯불갈비,부산 중구 중구로48번길 9-0,한식,1519
29,양산집,부산 중구 중구로47번길 30-0,한식,1391
30,화국반점[중식],부산 중구 백산길 3-1,외국식,1280
31,백구당,부산 중구 중앙대로81번길 3-0,간이음식,1244
32,원산면옥,부산 중구 광복로 56-8,한식,1236
33,스타벅스국제시장점,부산 중구 대청로 80-0,카페/찻집,1166
34,한월식당,부산 중구 자갈치해안로 27-0,전문음식,1146
35,일미기사식당,부산 중구 흑교로 10-1,한식,1112
36,그집곱도리탕본점,부산 중구 충장대로5번길 56-2,한식,1098
37,홍유단남포본점 [중식],부산 중구 구덕로34번길 5-0,외국식,1050
38,롯데쇼핑롯데시네마대영,부산 중구 비프광장로 37-0,한식,1037
39,서울깍두기,부산 중구 구덕로34번길 10-0,한식,1036
40,롯데리아부산비프광장점,부산 중구 구덕로 58-1,간이음식,1035
41,상짱,부산 중구 해관로 59-1,외국식,996
42,산복도로370,부산 중구 망양로 370-0,카페/찻집,990
43,삼송초밥,부산 중구 광복로55번길 13-0,외국식,987
44,돌쇠장작구이,부산 중구 중앙대로 45-21,한식,986
45,깡돼후,부산 중구 부평1길 57-0,간이음식,970
46,김해식당,부산 중구 자갈치로 51-2,한식,956
47,스타벅스부산중앙역점,부산 중구 중앙대로81번길 2-0,카페/찻집,932
48,제일산꼼장어,부산 중구 자갈치해안로 65-0,전문음식,923
49,큰집,부산 중구 중구로24번길 19-0,한식,870
50,석기시대본점,부산 중구 동광길 75-1,한식,869
51,홍소족발남포점,부산 중구 광복로 21-2,전문음식,830
52,연경재,부산 중구 중앙대로29번길 6-0,카페/찻집,827
53,굿올데이즈,부산 중구 중앙대로41번길 5-0,카페/찻집,777
54,공순대,부산 중구 중구로29번길 18-5,한식,766
55,영도다리횟집,부산 중구 자갈치해안로 73-2,전문음식,755
56,산해갈비,부산 중구 중구로48번길 11-0,한식,734
57,스톤스트리트,부산 중구 광복중앙로24번길 9-0,전문음식,726
58,스타벅스BIFF광장점,부산 중구 비프광장로 25-0,카페/찻집,716
59,스타벅스남포동역점,부산 중구 구덕로 4-0,카페/찻집,701
60,모리쵸광복점,부산 중구 광복중앙로 34-0,외국식,691
61,옥성반점[중식],부산 중구 보수북길 14-0,외국식,661
62,새진주식당[한식],부산 중구 흑교로 60-0,한식,658
63,미친막창본점,부산 중구 흑교로35번길 5-0,전문음식,613
64,투썸플레이스부산남포점,부산 중구 구덕로 40-0,카페/찻집,590
65,원조바다집,부산 중구 광복로43번길 18-5,전문음식,574
66,뽕사시미,부산 중구 충장대로5번길 56-0,전문음식,542
67,스타벅스자갈치역점,부산 중구 구덕로 54-1,카페/찻집,516
68,세정,부산 중구 중구로33번길 45-0,전문음식,501
69,수복센타,부산 중구 남포길 25-3,한식,494
70,부평양곱창,부산 중구 부평2길 17-0,전문음식,492
71,오복미역남포직영점,부산 중구 구덕로34번길 4-0,한식,471
72,고래1번지,부산 중구 자갈치로 58-0,전문음식,469
73,푸줏간,부산 중구 대청로138번길 7-1,한식,458
74,하늘어장[일식],부산 중구 구덕로 40-0,외국식,440
75,섬진강재첩국,부산 중구 보수대로 58-0,한식,439
76,뚜레쥬르부산중앙대로점,부산 중구 중앙대로 145-0,간이음식,432
77,맛찬들왕소금구이부산부평점,부산 중구 광복로 3-0,한식,428
78,이비가짬뽕부산중앙점 [중식],부산 중구 중앙대로 148-0,외국식,401
79,투썸플레이스부산크라운하버호텔점,부산 중구 중앙대로 114-0,카페/찻집,398
80,스타벅스부산광복로R점,부산 중구 광복중앙로 8-2,카페/찻집,394
81,이승학돈까스본점,부산 중구 광복로49번길 2-0,전문음식,382
82,명송,부산 중구 해관로 32-0,외국식,379
83,어촌,부산 중구 충장대로5번길 52-0,전문음식,378
84,금포나루,부산 중구 광복로97번안길 11-0,한식,359
85,대성밀냉면전문,부산 중구 보수대로44번길 6-0,한식,356
86,광복경양식남포본점,부산 중구 광복중앙로 9-0,전문음식,352
87,라이프버거,부산 중구 중앙대로49번길 7-0,간이음식,348
88,비엔씨제과와이즈파크점,부산 중구 광복로39번길 6-0,간이음식,346
89,중앙식당,부산 중구 해관로 20-3,한식,338
90,피자헛부산보수점,부산 중구 대청로 27-0,간이음식,337
91,겐짱카레본점,부산 중구 대청로135번길 26-0,전문음식,332
92,영빈관[한식],부산 중구 광복로97번길 17-0,한식,330
93,쿠오리노,부산 중구 대청로126번길 35-0,카페/찻집,325
94,구포집,부산 중구 보수대로36번길 14-1,한식,318
95,부광돼지국밥,부산 중구 대청로141번길 15-1,한식,314
96,파리바게뜨부산중앙역점,부산 중구 충장대로5번길 12-1,간이음식,287
97,파리바게뜨부산남포점,부산 중구 구덕로 38-0,간이음식,285
98,산수갑산,부산 중구 중구로24번길 21-0,한식,284
99,밀양순대돼지국밥,부산 중구 광복로 6-0,한식,283
100,대궁한정식[한식],부산 중구 태종로 14-1,한식,280
1,해운대암소갈비집,부산 해운대구 중동2로10번길 32-10,한식,49045
2,금수복국해운대본점,부산 해운대구 중동1로43번길 23-0,전문음식,33878
3,식당3선센텀1관,부산 해운대구 해운대로 230-0,한식,26750
4,해운대가야밀면,부산 해운대구 좌동순환로 27-0,한식,24419
5,더파티센텀점,부산 해운대구 센텀중앙로 79-0,전문음식,24009
6,그랜드애플,부산 해운대구 센텀1로 25-0,전문음식,21535
7,기와집대구탕,부산 해운대구 달맞이길104번길 46-0,한식,19751
8,해목[일식],부산 해운대구 구남로24번길 8-0,외국식,18236
9,스타벅스해운대달맞이DT점,부산 해운대구 달맞이길 57-0,카페/찻집,17044
10,풍원장꼬막정찬마린시티점,부산 해운대구 마린시티2로 38-0,한식,15269
11,호랑이젤라떡,부산 해운대구 달맞이길62번길 38-0,카페/찻집,14429
12,어밤부,부산 해운대구 송정광어골로 87-0,외국식,14079
13,문토스트,부산 해운대구 송정해변로 16-0,간이음식,14039
14,스타벅스부산재송DT점,부산 해운대구 해운대로 189-0,카페/찻집,13733
15,수민이네,부산 해운대구 청사포로58번길 118-0,전문음식,13612
16,더파티해운대프리미엄점,부산 해운대구 해운대해변로298번길 24-0,전문음식,12928
17,맥도날드부산송정DT점,부산 해운대구 해운대로 1114-0,간이음식,12893
18,풍원장미역국정찬마린시티점,부산 해운대구 마린시티3로 51-0,한식,11510
19,거대갈비본관,부산 해운대구 달맞이길 22-0,한식,10838
20,다솥맛집,부산 해운대구 송정광어골로 29-0,한식,10429
21,맥도날드해운대DT점,부산 해운대구 해운대로570번길 51-0,간이음식,10319
22,거대곰탕,부산 해운대구 해운대해변로 163-0,한식,10285
23,속씨원한대구탕미포본점,부산 해운대구 달맞이길62번길 28-0,한식,10120
24,맥도날드달맞이DT점,부산 해운대구 좌동순환로 455-0,간이음식,9614
25,양산국밥해운대본점,부산 해운대구 좌동로10번길 75-0,한식,9441
26,젬스톤송정점,부산 해운대구 송정구덕포길 100-0,카페/찻집,8910
27,비비비당,부산 해운대구 달맞이길 239-16,카페/찻집,8881
28,밀양순대돼지국밥,부산 해운대구 구남로 28-0,한식,8696
29,스타벅스수영강변DT점,부산 해운대구 수영강변대로 516-0,카페/찻집,8691
30,나가하마만게츠[일식],부산 해운대구 우동1로 57-0,외국식,8611
31,스타벅스부산송정비치점,부산 해운대구 송정해변로 36-0,카페/찻집,8609
32,거대갈비신관,부산 해운대구 좌동순환로 459-0,한식,8474
33,외식1번가해운대점,부산 해운대구 해운대로 425-0,한식,8472
34,오발탄부산해운대점,부산 해운대구 해운대로570번길 10-0,전문음식,8236
35,양산왕돼지국밥,부산 해운대구 재반로 70-0,한식,8083
36,올드머그,부산 해운대구 송정구덕포길 122-0,카페/찻집,7834
37,스시미르네본점,부산 해운대구 세실로 75-0,외국식,7800
38,이레옥부산점,부산 해운대구 마린시티3로 51-0,한식,7692
39,미포집,부산 해운대구 달맞이길62번길 3-0,전문음식,7618
40,상국이네,부산 해운대구 구남로41번길 40-1,간이음식,7584
41,미포끝집,부산 해운대구 달맞이길62번길 77-0,전문음식,7275
42,카페노티드부산해운대,부산 해운대구 구남로 17-0,카페/찻집,7184
43,수월경화,부산 해운대구 송정중앙로6번길 188-0,카페/찻집,7127
44,오복돼지국밥해운대역점,부산 해운대구 구남로 15-0,한식,7008
45,다나휴스,부산 해운대구 달맞이길117번가길 120-12,카페/찻집,6759
46,스타벅스해운대달맞이점,부산 해운대구 달맞이길 189-0,카페/찻집,6750
47,빨간떡볶이,부산 해운대구 우동1로20번가길 4-0,간이음식,6687
48,낙지볶음개미집국제시장본점직영,부산 해운대구 구남로 34-0,전문음식,6676
49,풍원장고기정찬달맞이점,부산 해운대구 달맞이길117번가길 175-0,한식,6493
50,스노잉클라우드,부산 해운대구 달맞이길117번가길 120-30,카페/찻집,6466
51,제주은희네해장국부산본점,부산 해운대구 대천로42번길 8-0,한식,6408
52,옵스해운대점,부산 해운대구 중동1로 31-0,간이음식,6404
53,해운대밀면,부산 해운대구 중동2로10번길 21-0,한식,6331
54,배비장보쌈해운대점,부산 해운대구 해운대로483번길 1-1,전문음식,6290
55,딤타오,부산 해운대구 우동1로 25-0,외국식,6287
56,동백섬횟집,부산 해운대구 해운대해변로209번나길 17-0,전문음식,6226
57,속씨원한대구탕해운대점,부산 해운대구 해운대로570번길 11-0,한식,6146
57,젬스톤B,부산 해운대구 송정구덕포길 100-0,카페/찻집,6146
59,솔내음한정식[한식],부산 해운대구 달맞이길117번길 17-11,한식,5950
60,긴자해운대마린시티점,부산 해운대구 마린시티2로 38-0,외국식,5894
61,오막집,부산 해운대구 해운대해변로209번나길 28-0,전문음식,5860
62,낙불집,부산 해운대구 송정광어골로 67-0,전문음식,5823
63,영남돼지,부산 해운대구 해운대해변로209번가길 13-0,한식,5791
64,오복미역송정점,부산 해운대구 해운대로 1107-0,한식,5732
65,스무고개,부산 해운대구 좌동순환로468번가길 81-0,한식,5699
66,부우사안[중식],부산 해운대구 해운대해변로209번나길 16-0,외국식,5640
67,류센소본점,부산 해운대구 구남로8번길 62-0,외국식,5605
68,마리나블루키친,부산 해운대구 해운대해변로 154-0,전문음식,5604
69,개미집신도시점,부산 해운대구 좌동로10번길 51-5,전문음식,5589
70,수변최고돼지국밥송정직영점,부산 해운대구 송정중앙로9번길 8-0,한식,5582
71,흑송[일식],부산 해운대구 송정광어골로 73-0,외국식,5560
72,대도식당해운대점,부산 해운대구 동백로 52-0,한식,5410
73,샤브막심송정본점,부산 해운대구 송정구덕포길 104-0,전문음식,5393
74,할리스부산송정점,부산 해운대구 송정광어골로 77-0,카페/찻집,5392
75,사마정,부산 해운대구 마린시티3로 46-0,전문음식,5343
76,아웃백스테이크하우스해운대점,부산 해운대구 해운대해변로 287-0,전문음식,5234
77,수변최고돼지국밥센텀점,부산 해운대구 센텀3로 26-0,한식,5152
78,해성막창집본점,부산 해운대구 중동1로19번길 29-0,전문음식,5072
79,예이제[한식],부산 해운대구 해운대해변로298번길 29-0,한식,5024
80,버거킹부산센텀오일뱅크점,부산 해운대구 해운대로 179-0,간이음식,4957
81,랑데자뷰해운대점,부산 해운대구 달맞이길62번길 23-0,카페/찻집,4934
82,송정집1호점,부산 해운대구 송정광어골로 59-0,한식,4806
83,사비아,부산 해운대구 달맞이길117번라길 100-0,전문음식,4727
84,속시원한대구탕,부산 해운대구 달맞이길 229-0,한식,4726
